,name,c-x,c-y,radius
0,20130320T004804.949808.Cam6_32_aug_6.csv,268.32,117.1,20.32
1,20130320T004804.949808.Cam6_32_aug_6.csv,300.58,102.58,20.32
2,20130320T004804.949808.Cam6_32_aug_6.csv,289.94,139.68,16.77
3,20130320T004804.949808.Cam6_32_aug_6.csv,246.71,159.35,17.42
4,20130320T004804.949808.Cam6_32_aug_6.csv,237.35,161.29,17.42
5,20130320T004804.949808.Cam6_32_aug_6.csv,234.13,189.35,18.71
6,20130320T004804.949808.Cam6_32_aug_6.csv,227.68,188.06,18.71
7,20130320T004804.949808.Cam6_32_aug_6.csv,141.23,150.65,18.71
8,20130320T004804.949808.Cam6_32_aug_6.csv,127.68,120.97,17.74
9,20130320T004804.949808.Cam6_32_aug_6.csv,116.06,87.1,18.71
10,20130320T004804.949808.Cam6_32_aug_6.csv,156.39,85.48,20.0
11,20130320T004804.949808.Cam6_32_aug_6.csv,133.81,69.03,17.74
12,20130320T004804.949808.Cam6_32_aug_6.csv,56.71000000000001,120.0,17.09
13,20130320T004804.949808.Cam6_32_aug_6.csv,4.1299999999999955,111.29,17.09
14,20130320T004804.949808.Cam6_32_aug_6.csv,207.68,0.0,17.09
