,name,c-x,c-y,radius
0,20130320T012820.237495_33_aug_3.csv,289.11,191.39,21.48
1,20130320T012820.237495_33_aug_3.csv,264.11,161.39,20.09
2,20130320T012820.237495_33_aug_3.csv,298.83,139.17,18.42
3,20130320T012820.237495_33_aug_3.csv,265.22,134.44,19.53
4,20130320T012820.237495_33_aug_3.csv,242.17000000000002,124.72,22.31
5,20130320T012820.237495_33_aug_3.csv,254.94,18.89,21.48
6,20130320T012820.237495_33_aug_3.csv,165.5,110.83,21.48
7,20130320T012820.237495_33_aug_3.csv,111.06,93.61,21.48
8,20130320T012820.237495_33_aug_3.csv,53.28,91.11,21.48
9,20130320T012820.237495_33_aug_3.csv,81.06,15.0,20.64
10,20130320T012820.237495_33_aug_3.csv,32.72000000000003,124.44,20.92
