,name,c-x,c-y,radius
0,20130320T004557.899681.Cam6_52_aug_5.csv,199.62,42.69,14.88
1,20130320T004557.899681.Cam6_52_aug_5.csv,180.0,126.15,15.27
2,20130320T004557.899681.Cam6_52_aug_5.csv,205.77,120.77,14.5
3,20130320T004557.899681.Cam6_52_aug_5.csv,226.54,105.77,13.73
4,20130320T004557.899681.Cam6_52_aug_5.csv,244.23,95.0,14.88
5,20130320T004557.899681.Cam6_52_aug_5.csv,270.38,108.85,14.88
6,20130320T004557.899681.Cam6_52_aug_5.csv,300.77,109.62,15.65
7,20130320T004557.899681.Cam6_52_aug_5.csv,146.54,150.0,14.5
8,20130320T004557.899681.Cam6_52_aug_5.csv,143.08,173.46,13.34
9,20130320T004557.899681.Cam6_52_aug_5.csv,159.62,168.08,13.73
10,20130320T004557.899681.Cam6_52_aug_5.csv,130.38,158.85,13.73
