,name,c-x,c-y,radius
0,20130320T013041.764265_31_aug_3.csv,79.72,22.5,16.48
1,20130320T013041.764265_31_aug_3.csv,115.83,108.06,16.48
2,20130320T013041.764265_31_aug_3.csv,131.94,164.72,16.48
3,20130320T013041.764265_31_aug_3.csv,151.11,143.61,16.48
4,20130320T013041.764265_31_aug_3.csv,192.78,173.33,15.92
5,20130320T013041.764265_31_aug_3.csv,240.83,145.0,15.37
6,20130320T013041.764265_31_aug_3.csv,263.89,152.78,15.64
7,20130320T013041.764265_31_aug_3.csv,269.44,120.83,17.31
8,20130320T013041.764265_31_aug_3.csv,296.11,116.39,17.31
9,20130320T013041.764265_31_aug_3.csv,275.83,85.56,18.98
