,name,c-x,c-y,radius
0,20130320T012832.237733_21_aug_4.csv,304.11,83.61,13.98
1,20130320T012832.237733_21_aug_4.csv,286.61,100.28,13.42
2,20130320T012832.237733_21_aug_4.csv,263.0,107.78,13.42
3,20130320T012832.237733_21_aug_4.csv,188.56,125.56,14.81
4,20130320T012832.237733_21_aug_4.csv,152.17,98.89,14.81
5,20130320T012832.237733_21_aug_4.csv,152.72,75.56,14.53
6,20130320T012832.237733_21_aug_4.csv,238.82999999999998,45.0,18.7
7,20130320T012832.237733_21_aug_4.csv,224.67000000000002,74.72,15.64
8,20130320T012832.237733_21_aug_4.csv,147.44,42.5,15.64
9,20130320T012832.237733_21_aug_4.csv,172.17,48.89,13.98
10,20130320T012832.237733_21_aug_4.csv,172.44,26.94,13.98
11,20130320T012832.237733_21_aug_4.csv,139.11,17.78,15.64
12,20130320T012832.237733_21_aug_4.csv,104.38999999999999,59.72,14.25
13,20130320T012832.237733_21_aug_4.csv,81.61000000000001,62.5,16.2
