,name,c-x,c-y,radius
0,20130320T012828.237654_13_aug_7.csv,131.39,136.94,18.14
1,20130320T012828.237654_13_aug_7.csv,145.56,105.83,18.14
2,20130320T012828.237654_13_aug_7.csv,162.78,133.89,17.03
3,20130320T012828.237654_13_aug_7.csv,264.17,35.83,19.81
4,20130320T012828.237654_13_aug_7.csv,249.17,60.83,17.59
5,20130320T012828.237654_13_aug_7.csv,274.17,76.94,17.59
6,20130320T012828.237654_13_aug_7.csv,284.44,88.33,16.48
7,20130320T012828.237654_13_aug_7.csv,249.17,96.67,16.48
8,20130320T012828.237654_13_aug_7.csv,242.78,113.06,16.48
9,20130320T012828.237654_13_aug_7.csv,275.56,121.39,16.48
10,20130320T012828.237654_13_aug_7.csv,247.5,195.0,16.48
