,name,c-x,c-y,radius
0,20130320T013050.145304_22_aug_7.csv,138.61,163.61,21.2
1,20130320T013050.145304_22_aug_7.csv,255.83,198.61,21.2
2,20130320T013050.145304_22_aug_7.csv,172.78,144.44,19.81
3,20130320T013050.145304_22_aug_7.csv,184.17,116.67,19.25
4,20130320T013050.145304_22_aug_7.csv,146.67,105.56,21.75
5,20130320T013050.145304_22_aug_7.csv,66.94,93.89,20.64
6,20130320T013050.145304_22_aug_7.csv,56.39,55.56,20.64
7,20130320T013050.145304_22_aug_7.csv,95.0,46.11,22.03
8,20130320T013050.145304_22_aug_7.csv,72.22,6.39,21.2
9,20130320T013050.145304_22_aug_7.csv,45.28,22.5,20.64
