,name,c-x,c-y,radius
0,20130320T005053.143795.Cam6_24_aug_5.csv,164.13,194.52,18.71
1,20130320T005053.143795.Cam6_24_aug_5.csv,228.0,187.42,18.06
2,20130320T005053.143795.Cam6_24_aug_5.csv,230.26,165.16,18.06
3,20130320T005053.143795.Cam6_24_aug_5.csv,219.61,114.84,19.67
4,20130320T005053.143795.Cam6_24_aug_5.csv,257.68,85.48,20.32
5,20130320T005053.143795.Cam6_24_aug_5.csv,255.42000000000002,30.97,21.29
6,20130320T005053.143795.Cam6_24_aug_5.csv,217.68,46.45,21.29
7,20130320T005053.143795.Cam6_24_aug_5.csv,171.23,61.94,21.93
8,20130320T005053.143795.Cam6_24_aug_5.csv,143.81,75.48,20.32
9,20130320T005053.143795.Cam6_24_aug_5.csv,98.65,26.77,20.32
