,name,c-x,c-y,radius
0,20130320T005225.907559.Cam6_63_aug_5.csv,94.44999999999999,193.23,15.8
1,20130320T005225.907559.Cam6_63_aug_5.csv,107.35,187.74,15.8
2,20130320T005225.907559.Cam6_63_aug_5.csv,68.97,185.48,17.74
3,20130320T005225.907559.Cam6_63_aug_5.csv,251.55,137.1,20.0
4,20130320T005225.907559.Cam6_63_aug_5.csv,270.26,92.9,18.06
5,20130320T005225.907559.Cam6_63_aug_5.csv,222.51999999999998,78.06,18.71
6,20130320T005225.907559.Cam6_63_aug_5.csv,275.1,46.77,19.35
7,20130320T005225.907559.Cam6_63_aug_5.csv,299.29,53.55,19.35
8,20130320T005225.907559.Cam6_63_aug_5.csv,96.38999999999999,64.84,18.38
9,20130320T005225.907559.Cam6_63_aug_5.csv,156.06,14.19,17.42
10,20130320T005225.907559.Cam6_63_aug_5.csv,121.87,0.32,17.42
