,name,c-x,c-y,radius
0,20130320T005032.762499.Cam6_53_aug_3.csv,157.03,73.55,17.74
1,20130320T005032.762499.Cam6_53_aug_3.csv,124.13,75.48,17.09
2,20130320T005032.762499.Cam6_53_aug_3.csv,170.58,175.48,14.84
3,20130320T005032.762499.Cam6_53_aug_3.csv,68.32,142.58,15.8
4,20130320T005032.762499.Cam6_53_aug_3.csv,58.97,159.35,15.8
5,20130320T005032.762499.Cam6_53_aug_3.csv,37.35000000000002,141.61,15.8
6,20130320T005032.762499.Cam6_53_aug_3.csv,47.68000000000001,96.77,15.8
7,20130320T005032.762499.Cam6_53_aug_3.csv,84.13,94.84,15.8
8,20130320T005032.762499.Cam6_53_aug_3.csv,73.16,79.68,13.87
9,20130320T005032.762499.Cam6_53_aug_3.csv,1.2300000000000182,148.39,13.87
