,name,c-x,c-y,radius
0,20130320T004802.473631.Cam6_73_aug_5.csv,247.68,79.35,14.51
1,20130320T004802.473631.Cam6_73_aug_5.csv,223.16,105.81,14.51
2,20130320T004802.473631.Cam6_73_aug_5.csv,208.32,86.13,14.51
3,20130320T004802.473631.Cam6_73_aug_5.csv,194.13,103.87,14.51
4,20130320T004802.473631.Cam6_73_aug_5.csv,159.61,101.29,12.9
5,20130320T004802.473631.Cam6_73_aug_5.csv,305.74,44.84,12.9
6,20130320T004802.473631.Cam6_73_aug_5.csv,277.35,5.48,12.9
7,20130320T004802.473631.Cam6_73_aug_5.csv,112.84,12.9,12.9
8,20130320T004802.473631.Cam6_73_aug_5.csv,78.97,100.97,12.9
9,20130320T004802.473631.Cam6_73_aug_5.csv,101.55000000000001,96.77,12.9
10,20130320T004802.473631.Cam6_73_aug_5.csv,113.47999999999999,121.94,11.29
