,name,c-x,c-y,radius
0,20130320T005023.809937.Cam6_54_aug_1.csv,153.16,97.42,18.71
1,20130320T005023.809937.Cam6_54_aug_1.csv,122.84,85.81,18.71
2,20130320T005023.809937.Cam6_54_aug_1.csv,118.32,11.29,20.0
3,20130320T005023.809937.Cam6_54_aug_1.csv,82.19,31.61,20.0
4,20130320T005023.809937.Cam6_54_aug_1.csv,68.65,47.74,20.0
5,20130320T005023.809937.Cam6_54_aug_1.csv,34.76999999999998,47.1,20.0
6,20130320T005023.809937.Cam6_54_aug_1.csv,34.129999999999995,67.74,20.0
7,20130320T005023.809937.Cam6_54_aug_1.csv,56.389999999999986,105.81,19.03
8,20130320T005023.809937.Cam6_54_aug_1.csv,17.029999999999973,96.13,17.42
9,20130320T005023.809937.Cam6_54_aug_1.csv,87.68,74.84,17.42
10,20130320T005023.809937.Cam6_54_aug_1.csv,302.84,151.94,16.45
11,20130320T005023.809937.Cam6_54_aug_1.csv,90.9,93.87,15.16
