,name,c-x,c-y,radius
0,20130320T012901.190699_21_aug_0.csv,50.22000000000003,194.44,14.81
1,20130320T012901.190699_21_aug_0.csv,79.66999999999999,181.11,14.81
2,20130320T012901.190699_21_aug_0.csv,65.78,146.67,14.81
3,20130320T012901.190699_21_aug_0.csv,31.060000000000002,147.5,14.81
4,20130320T012901.190699_21_aug_0.csv,38.0,116.94,14.81
5,20130320T012901.190699_21_aug_0.csv,43.27999999999997,121.67,14.81
6,20130320T012901.190699_21_aug_0.csv,72.16999999999999,121.94,14.81
7,20130320T012901.190699_21_aug_0.csv,58.28,97.78,15.92
8,20130320T012901.190699_21_aug_0.csv,53.56,30.56,14.81
9,20130320T012901.190699_21_aug_0.csv,77.16999999999999,24.44,14.81
10,20130320T012901.190699_21_aug_0.csv,59.110000000000014,3.33,14.81
11,20130320T012901.190699_21_aug_0.csv,77.44,3.06,14.81
