,name,c-x,c-y,radius
0,20130320T005657.722804.Cam6_12_aug_1.csv,20.0,195.0,21.75
1,20130320T005657.722804.Cam6_12_aug_1.csv,55.56,173.61,19.81
2,20130320T005657.722804.Cam6_12_aug_1.csv,88.61,140.28,17.31
3,20130320T005657.722804.Cam6_12_aug_1.csv,53.61,136.11,18.42
4,20130320T005657.722804.Cam6_12_aug_1.csv,140.56,114.72,20.92
5,20130320T005657.722804.Cam6_12_aug_1.csv,177.5,124.72,19.53
6,20130320T005657.722804.Cam6_12_aug_1.csv,53.33,91.67,18.14
7,20130320T005657.722804.Cam6_12_aug_1.csv,40.28,91.67,15.37
8,20130320T005657.722804.Cam6_12_aug_1.csv,85.28,101.11,17.31
9,20130320T005657.722804.Cam6_12_aug_1.csv,77.78,70.0,17.87
10,20130320T005657.722804.Cam6_12_aug_1.csv,56.39,70.56,15.64
11,20130320T005657.722804.Cam6_12_aug_1.csv,61.94,30.56,17.59
