,name,c-x,c-y,radius
0,20130320T013322.910417_12_aug_3.csv,199.72,189.72,14.81
1,20130320T013322.910417_12_aug_3.csv,175.83,194.72,14.81
2,20130320T013322.910417_12_aug_3.csv,162.78,165.83,14.81
3,20130320T013322.910417_12_aug_3.csv,179.17,136.67,15.64
4,20130320T013322.910417_12_aug_3.csv,206.67,152.78,15.64
5,20130320T013322.910417_12_aug_3.csv,207.78,108.06,15.64
6,20130320T013322.910417_12_aug_3.csv,179.72,98.33,17.03
7,20130320T013322.910417_12_aug_3.csv,186.39,65.83,17.31
8,20130320T013322.910417_12_aug_3.csv,217.22,78.06,17.31
9,20130320T013322.910417_12_aug_3.csv,229.17,48.89,15.92
10,20130320T013322.910417_12_aug_3.csv,223.89,18.06,16.75
11,20130320T013322.910417_12_aug_3.csv,198.89,40.83,15.64
