,name,c-x,c-y,radius
0,20130320T005304.765613.Cam6_11_aug_3.csv,46.45,111.94,19.03
1,20130320T005304.765613.Cam6_11_aug_3.csv,17.74,141.94,19.03
2,20130320T005304.765613.Cam6_11_aug_3.csv,120.32,110.0,16.77
3,20130320T005304.765613.Cam6_11_aug_3.csv,206.13,113.23,18.06
4,20130320T005304.765613.Cam6_11_aug_3.csv,223.23,84.84,18.06
5,20130320T005304.765613.Cam6_11_aug_3.csv,232.9,52.9,18.06
6,20130320T005304.765613.Cam6_11_aug_3.csv,218.71,25.81,16.45
7,20130320T005304.765613.Cam6_11_aug_3.csv,288.71,12.9,16.45
8,20130320T005304.765613.Cam6_11_aug_3.csv,266.77,42.58,17.74
9,20130320T005304.765613.Cam6_11_aug_3.csv,269.35,80.0,17.74
10,20130320T005304.765613.Cam6_11_aug_3.csv,260.97,92.58,19.67
11,20130320T005304.765613.Cam6_11_aug_3.csv,241.61,143.87,17.42
12,20130320T005304.765613.Cam6_11_aug_3.csv,271.94,135.48,17.42
13,20130320T005304.765613.Cam6_11_aug_3.csv,292.9,151.29,17.42
14,20130320T005304.765613.Cam6_11_aug_3.csv,240.0,187.74,15.8
