,name,c-x,c-y,radius
0,20130320T013143.098770_11_aug_3.csv,95.83,143.33,16.2
1,20130320T013143.098770_11_aug_3.csv,168.06,185.0,15.64
2,20130320T013143.098770_11_aug_3.csv,172.78,155.56,15.64
3,20130320T013143.098770_11_aug_3.csv,156.11,151.39,15.64
4,20130320T013143.098770_11_aug_3.csv,176.94,133.06,15.92
5,20130320T013143.098770_11_aug_3.csv,169.44,114.72,17.03
6,20130320T013143.098770_11_aug_3.csv,195.0,106.11,17.03
7,20130320T013143.098770_11_aug_3.csv,157.22,116.11,17.03
8,20130320T013143.098770_11_aug_3.csv,163.33,87.5,17.03
9,20130320T013143.098770_11_aug_3.csv,138.06,70.28,17.03
