,name,c-x,c-y,radius
0,20130320T004918.856225.Cam6_31_aug_3.csv,40.97,83.87,16.77
1,20130320T004918.856225.Cam6_31_aug_3.csv,68.06,70.97,16.77
2,20130320T004918.856225.Cam6_31_aug_3.csv,41.94,38.06,16.77
3,20130320T004918.856225.Cam6_31_aug_3.csv,1.29,40.32,16.77
4,20130320T004918.856225.Cam6_31_aug_3.csv,54.52,170.0,13.22
5,20130320T004918.856225.Cam6_31_aug_3.csv,36.77,179.68,14.19
6,20130320T004918.856225.Cam6_31_aug_3.csv,144.84,97.1,15.8
7,20130320T004918.856225.Cam6_31_aug_3.csv,278.71,168.39,17.42
8,20130320T004918.856225.Cam6_31_aug_3.csv,150.0,137.1,13.22
9,20130320T004918.856225.Cam6_31_aug_3.csv,117.42,187.42,14.19
