,name,c-x,c-y,radius
0,20130320T005749.914258.Cam6_42_aug_3.csv,6.67,99.44,19.53
1,20130320T005749.914258.Cam6_42_aug_3.csv,42.5,132.22,18.98
2,20130320T005749.914258.Cam6_42_aug_3.csv,81.39,91.94,18.98
3,20130320T005749.914258.Cam6_42_aug_3.csv,99.44,55.0,19.53
4,20130320T005749.914258.Cam6_42_aug_3.csv,167.5,123.33,19.53
5,20130320T005749.914258.Cam6_42_aug_3.csv,221.39,118.61,22.31
6,20130320T005749.914258.Cam6_42_aug_3.csv,238.89,94.44,20.64
7,20130320T005749.914258.Cam6_42_aug_3.csv,254.72,121.39,20.64
8,20130320T005749.914258.Cam6_42_aug_3.csv,283.61,168.06,19.53
9,20130320T005749.914258.Cam6_42_aug_3.csv,253.61,164.72,18.14
