,name,c-x,c-y,radius
0,20130320T013103.288447_23_aug_0.csv,156.33,200.56,14.81
1,20130320T013103.288447_23_aug_0.csv,216.06,144.72,17.87
2,20130320T013103.288447_23_aug_0.csv,263.56,119.17,19.53
3,20130320T013103.288447_23_aug_0.csv,226.06,95.56,17.87
4,20130320T013103.288447_23_aug_0.csv,254.94,85.28,19.81
5,20130320T013103.288447_23_aug_0.csv,239.39,59.72,19.81
6,20130320T013103.288447_23_aug_0.csv,278.0,60.83,19.81
7,20130320T013103.288447_23_aug_0.csv,239.39,7.5,19.81
8,20130320T013103.288447_23_aug_0.csv,203.82999999999998,0.28,18.7
9,20130320T013103.288447_23_aug_0.csv,44.389999999999986,44.17,15.09
10,20130320T013103.288447_23_aug_0.csv,14.110000000000014,29.44,16.2
