,name,c-x,c-y,radius
0,20130320T004804.949808.Cam6_32_aug_1.csv,39.68,117.1,20.32
1,20130320T004804.949808.Cam6_32_aug_1.csv,7.42,102.58,20.32
2,20130320T004804.949808.Cam6_32_aug_1.csv,18.06,139.68,16.77
3,20130320T004804.949808.Cam6_32_aug_1.csv,61.29,159.35,17.42
4,20130320T004804.949808.Cam6_32_aug_1.csv,70.65,161.29,17.42
5,20130320T004804.949808.Cam6_32_aug_1.csv,73.87,189.35,18.71
6,20130320T004804.949808.Cam6_32_aug_1.csv,80.32,188.06,18.71
7,20130320T004804.949808.Cam6_32_aug_1.csv,166.77,150.65,18.71
8,20130320T004804.949808.Cam6_32_aug_1.csv,180.32,120.97,17.74
9,20130320T004804.949808.Cam6_32_aug_1.csv,191.94,87.1,18.71
10,20130320T004804.949808.Cam6_32_aug_1.csv,151.61,85.48,20.0
11,20130320T004804.949808.Cam6_32_aug_1.csv,174.19,69.03,17.74
12,20130320T004804.949808.Cam6_32_aug_1.csv,251.29,120.0,17.09
13,20130320T004804.949808.Cam6_32_aug_1.csv,303.87,111.29,17.09
14,20130320T004804.949808.Cam6_32_aug_1.csv,100.32,0.0,17.09
