,name,c-x,c-y,radius
0,20130320T005732.199644.Cam6_21_aug_1.csv,289.94,85.56,18.14
1,20130320T005732.199644.Cam6_21_aug_1.csv,208.28,60.83,18.14
2,20130320T005732.199644.Cam6_21_aug_1.csv,104.11000000000001,140.83,15.37
3,20130320T005732.199644.Cam6_21_aug_1.csv,137.44,126.67,20.09
4,20130320T005732.199644.Cam6_21_aug_1.csv,83.0,108.33,20.64
5,20130320T005732.199644.Cam6_21_aug_1.csv,133.0,80.28,20.64
6,20130320T005732.199644.Cam6_21_aug_1.csv,103.83000000000001,56.94,23.14
7,20130320T005732.199644.Cam6_21_aug_1.csv,72.72,58.61,18.42
8,20130320T005732.199644.Cam6_21_aug_1.csv,100.22,22.78,22.03
9,20130320T005732.199644.Cam6_21_aug_1.csv,124.94,35.0,18.14
10,20130320T005732.199644.Cam6_21_aug_1.csv,116.06,1.67,18.14
