,name,c-x,c-y,radius
0,20130320T012832.237733_21_aug_3.csv,3.89,83.61,13.98
1,20130320T012832.237733_21_aug_3.csv,21.39,100.28,13.42
2,20130320T012832.237733_21_aug_3.csv,45.0,107.78,13.42
3,20130320T012832.237733_21_aug_3.csv,119.44,125.56,14.81
4,20130320T012832.237733_21_aug_3.csv,155.83,98.89,14.81
5,20130320T012832.237733_21_aug_3.csv,155.28,75.56,14.53
6,20130320T012832.237733_21_aug_3.csv,69.17,45.0,18.7
7,20130320T012832.237733_21_aug_3.csv,83.33,74.72,15.64
8,20130320T012832.237733_21_aug_3.csv,160.56,42.5,15.64
9,20130320T012832.237733_21_aug_3.csv,135.83,48.89,13.98
10,20130320T012832.237733_21_aug_3.csv,135.56,26.94,13.98
11,20130320T012832.237733_21_aug_3.csv,168.89,17.78,15.64
12,20130320T012832.237733_21_aug_3.csv,203.61,59.72,14.25
13,20130320T012832.237733_21_aug_3.csv,226.39,62.5,16.2
