,name,c-x,c-y,radius
0,20130320T004846.284042.Cam6_13_aug_3.csv,172.9,134.19,22.58
1,20130320T004846.284042.Cam6_13_aug_3.csv,183.87,176.45,22.58
2,20130320T004846.284042.Cam6_13_aug_3.csv,220.32,177.74,22.58
3,20130320T004846.284042.Cam6_13_aug_3.csv,216.13,147.1,22.58
4,20130320T004846.284042.Cam6_13_aug_3.csv,296.13,105.16,22.58
5,20130320T004846.284042.Cam6_13_aug_3.csv,279.03,42.9,18.71
6,20130320T004846.284042.Cam6_13_aug_3.csv,291.94,11.29,17.42
7,20130320T004846.284042.Cam6_13_aug_3.csv,162.58,52.58,22.26
8,20130320T004846.284042.Cam6_13_aug_3.csv,189.35,5.81,20.64
9,20130320T004846.284042.Cam6_13_aug_3.csv,16.13,9.35,20.64
