,name,c-x,c-y,radius
0,20130320T004919.618115.Cam6_53_aug_3.csv,53.87,48.39,17.09
1,20130320T004919.618115.Cam6_53_aug_3.csv,31.29,42.9,14.51
2,20130320T004919.618115.Cam6_53_aug_3.csv,19.68,85.48,15.48
3,20130320T004919.618115.Cam6_53_aug_3.csv,0.65,100.65,15.48
4,20130320T004919.618115.Cam6_53_aug_3.csv,146.13,16.45,17.74
5,20130320T004919.618115.Cam6_53_aug_3.csv,158.06,27.42,17.74
6,20130320T004919.618115.Cam6_53_aug_3.csv,182.26,3.23,17.74
7,20130320T004919.618115.Cam6_53_aug_3.csv,169.03,127.74,16.77
8,20130320T004919.618115.Cam6_53_aug_3.csv,106.77,138.06,14.51
9,20130320T004919.618115.Cam6_53_aug_3.csv,124.84,128.71,14.51
10,20130320T004919.618115.Cam6_53_aug_3.csv,80.97,35.81,15.48
