,name,c-x,c-y,radius
0,20130320T004857.331899.Cam6_41_aug_0.csv,290.9,40.32,18.06
1,20130320T004857.331899.Cam6_41_aug_0.csv,268.65,46.77,18.06
2,20130320T004857.331899.Cam6_41_aug_0.csv,263.81,28.06,16.13
3,20130320T004857.331899.Cam6_41_aug_0.csv,210.26,71.61,17.09
4,20130320T004857.331899.Cam6_41_aug_0.csv,225.1,104.19,17.09
5,20130320T004857.331899.Cam6_41_aug_0.csv,268.0,115.16,15.48
6,20130320T004857.331899.Cam6_41_aug_0.csv,166.71,160.32,19.03
7,20130320T004857.331899.Cam6_41_aug_0.csv,166.71,183.23,18.06
8,20130320T004857.331899.Cam6_41_aug_0.csv,144.77,164.52,16.45
9,20130320T004857.331899.Cam6_41_aug_0.csv,139.29,168.71,16.45
