,name,c-x,c-y,radius
0,20130320T012831.094835_24_aug_1.csv,207.17000000000002,188.61,17.59
1,20130320T012831.094835_24_aug_1.csv,199.67000000000002,161.11,15.92
2,20130320T012831.094835_24_aug_1.csv,171.06,153.89,17.31
3,20130320T012831.094835_24_aug_1.csv,53.83000000000001,164.44,16.2
4,20130320T012831.094835_24_aug_1.csv,192.72,133.33,17.59
5,20130320T012831.094835_24_aug_1.csv,188.56,120.28,16.75
6,20130320T012831.094835_24_aug_1.csv,175.5,93.61,16.75
7,20130320T012831.094835_24_aug_1.csv,188.82999999999998,87.5,16.2
8,20130320T012831.094835_24_aug_1.csv,158.83,69.44,16.2
9,20130320T012831.094835_24_aug_1.csv,162.17,24.17,16.2
10,20130320T012831.094835_24_aug_1.csv,268.0,96.39,15.37
11,20130320T012831.094835_24_aug_1.csv,299.39,104.17,18.7
