,name,c-x,c-y,radius
0,20130320T005547.245092.Cam6_13_aug_3.csv,55.0,191.39,18.7
1,20130320T005547.245092.Cam6_13_aug_3.csv,58.06,156.94,26.2
2,20130320T005547.245092.Cam6_13_aug_3.csv,41.94,146.94,23.14
3,20130320T005547.245092.Cam6_13_aug_3.csv,100.56,135.0,24.25
4,20130320T005547.245092.Cam6_13_aug_3.csv,103.33,155.28,22.31
5,20130320T005547.245092.Cam6_13_aug_3.csv,32.22,60.56,21.48
6,20130320T005547.245092.Cam6_13_aug_3.csv,33.89,42.22,21.48
7,20130320T005547.245092.Cam6_13_aug_3.csv,25.28,3.61,21.48
8,20130320T005547.245092.Cam6_13_aug_3.csv,260.28,159.17,22.03
9,20130320T005547.245092.Cam6_13_aug_3.csv,74.72,40.28,23.42
